state,visits,x_emp_0,x_emp_1,y_emp_0,y_emp_1,u_emp,exploitability_emp
0,9864,0.947992700729927,0.05200729927007299,1.0,0.0,1.843978102189781,2.8959854014598543
1,10136,0.9531373322809787,0.04686266771902131,0.999802683504341,0.0001973164956590371,0.8588847747975599,2.8119573796369375
