Round,State,Agent1_Type,Agent2_Type,Agent1_ExpPayoff,Agent2_ExpPayoff,Agent1_Payoff,Agent2_Payoff,Agent1_Action,Agent2_Action,Agent1_Regret,Agent2_Regret,Agent1_Belief,Agent2_Belief,Agent1_Visits,Agent2_Visits
50,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9803921568627451,0.9803921568627451,1.0,1.0,1,0,-3.5188131814666783,-3.5188131814666783,"[0.9804, 0.0196]","[0.0196, 0.9804]",50,50
51,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9807692307692307,0.9807692307692307,1.0,1.0,1,0,-3.5380439506974475,-3.5380439506974475,"[0.9808, 0.0192]","[0.0192, 0.9808]",51,51
52,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9811320754716981,0.9811320754716981,1.0,1.0,1,0,-3.556911875225749,-3.556911875225749,"[0.9811, 0.0189]","[0.0189, 0.9811]",52,52
53,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9814814814814815,0.9814814814814815,1.0,1.0,1,0,-3.5754303937442677,-3.5754303937442677,"[0.9815, 0.0185]","[0.0185, 0.9815]",53,53
54,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9818181818181818,0.9818181818181818,1.0,1.0,1,0,-3.593612211926086,-3.593612211926086,"[0.9818, 0.0182]","[0.0182, 0.9818]",54,54
55,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9821428571428571,0.9821428571428571,1.0,1.0,1,0,-3.6114693547832286,-3.6114693547832286,"[0.9821, 0.0179]","[0.0179, 0.9821]",55,55
56,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9824561403508771,0.9824561403508771,1.0,1.0,1,0,-3.6290132144323515,-3.6290132144323515,"[0.9825, 0.0175]","[0.0175, 0.9825]",56,56
57,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9827586206896551,0.9827586206896551,1.0,1.0,1,0,-3.6462545937426962,-3.6462545937426962,"[0.9828, 0.0172]","[0.0172, 0.9828]",57,57
58,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9830508474576272,0.9830508474576272,1.0,1.0,1,0,-3.663203746285069,-3.663203746285069,"[0.9831, 0.0169]","[0.0169, 0.9831]",58,58
59,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9833333333333333,0.9833333333333333,1.0,1.0,1,0,-3.6798704129517357,-3.6798704129517357,"[0.9833, 0.0167]","[0.0167, 0.9833]",59,59
60,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9836065573770492,0.9836065573770492,1.0,1.0,1,0,-3.6962638555746867,-3.6962638555746867,"[0.9836, 0.0164]","[0.0164, 0.9836]",60,60
61,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9838709677419355,0.9838709677419355,1.0,1.0,1,0,-3.7123928878327512,-3.7123928878327512,"[0.9839, 0.0161]","[0.0161, 0.9839]",61,61
62,0,FictitiousPlayAgent,FictitiousPlayAgent,0.9841269841269841,0.9841269841269841,1.0,1.0,1,0,-3.728265903705767,-3.728265903705767,"[0.9841, 0.0159]","[0.0159, 0.9841]",62,62
63,0,FictitiousPlayAgent,FictitiousPlayAgent,0.984375,0.984375,1.0,1.0,1,0,-3.743890903705767,-3.743890903705767,"[0.9844, 0.0156]","[0.0156, 0.9844]",63,63
