action_p1,action_p1_label,action_p2,action_p2_label,prob
0,Rock,0,Rock,0.0222
0,Rock,1,Paper,0.1076
0,Rock,2,Scissors,0.2034
1,Paper,0,Rock,0.2194
1,Paper,1,Paper,0.0136
1,Paper,2,Scissors,0.0978
2,Scissors,0,Rock,0.1206
2,Scissors,1,Paper,0.1966
2,Scissors,2,Scissors,0.0188
