Round,State,Agent1_Type,Agent2_Type,Agent1_ExpPayoff,Agent2_ExpPayoff,Agent1_Payoff,Agent2_Payoff,Agent1_Action,Agent2_Action,Agent1_Regret,Agent2_Regret,Agent1_Belief,Agent2_Belief,Agent1_Visits,Agent2_Visits
1,0,FictitiousPlayAgent,IndependentQLearner,0.9940826595010719,-0.9834155308983448,1.0,-1.0,12,0,-0.005917340498928114,0.019655441602433932,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]",1,1
2,0,FictitiousPlayAgent,IndependentQLearner,0.9939074709886944,-0.9817174920965623,1.0,-1.0,12,1,-0.01200986951023375,0.038598007730642925,"[0.0952, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476]","[0.0588, 0.0588, 0.0588, 0.0588, 0.0588, 0.0588, 0.0588, 0.0588, 0.0588, 0.0588, 0.0588, 0.0588, 0.1176, 0.0588, 0.0588, 0.0588]",2,1
3,0,FictitiousPlayAgent,IndependentQLearner,0.9937989313523484,-0.9821946144671797,1.0,-1.0,12,2,-0.018210938157885437,0.056906906770652355,"[0.0909, 0.0909, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455]","[0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.0556, 0.1667, 0.0556, 0.0556, 0.0556]",3,1
4,0,FictitiousPlayAgent,IndependentQLearner,0.9936787083197949,-0.9822580662494325,1.0,-1.0,12,3,-0.024532229838090558,0.0746488405212199,"[0.087, 0.087, 0.087, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435]","[0.0526, 0.0526, 0.0526, 0.0526, 0.0526, 0.0526, 0.0526, 0.0526, 0.0526, 0.0526, 0.0526, 0.0526, 0.2105, 0.0526, 0.0526, 0.0526]",4,1
5,0,FictitiousPlayAgent,IndependentQLearner,0.9936280722006112,-0.9838257457616302,1.0,-1.0,12,4,-0.030904157637479335,0.09188050551128957,"[0.0833, 0.0833, 0.0833, 0.0833, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417]","[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.25, 0.05, 0.05, 0.05]",5,1
6,0,FictitiousPlayAgent,IndependentQLearner,0.993591193372857,-0.9841978603613485,1.0,-1.0,12,5,-0.037312964264622384,0.1086504987656709,"[0.08, 0.08, 0.08, 0.08, 0.08, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04]","[0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.0476, 0.2857, 0.0476, 0.0476, 0.0476]",6,1
7,0,FictitiousPlayAgent,IndependentQLearner,0.9935410810348287,-0.9842339587952355,1.0,-1.0,12,6,-0.04377188322979375,0.1250007904421535,"[0.0769, 0.0769, 0.0769, 0.0769, 0.0769, 0.0769, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385, 0.0385]","[0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.0455, 0.3182, 0.0455, 0.0455, 0.0455]",7,1
8,0,FictitiousPlayAgent,IndependentQLearner,0.9935402221041766,-0.9865321432945664,1.0,-1.0,12,7,-0.050231661125617166,0.1409678763301202,"[0.0741, 0.0741, 0.0741, 0.0741, 0.0741, 0.0741, 0.0741, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037, 0.037]","[0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.0435, 0.3478, 0.0435, 0.0435, 0.0435]",8,1
9,0,FictitiousPlayAgent,IndependentQLearner,0.9935807815717712,-0.986384912003544,1.0,-1.0,12,8,-0.056650879553845956,0.1565836902452804,"[0.0714, 0.0714, 0.0714, 0.0714, 0.0714, 0.0714, 0.0714, 0.0714, 0.0357, 0.0357, 0.0357, 0.0357, 0.0357, 0.0357, 0.0357, 0.0357, 0.0357, 0.0357, 0.0357, 0.0357]","[0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.0417, 0.375, 0.0417, 0.0417, 0.0417]",9,1
10,0,FictitiousPlayAgent,IndependentQLearner,0.9936478168563024,-0.9876855307557488,1.0,-1.0,12,9,-0.06300306269754363,0.171914103379898,"[0.069, 0.069, 0.069, 0.069, 0.069, 0.069, 0.069, 0.069, 0.069, 0.0345, 0.0345, 0.0345, 0.0345, 0.0345, 0.0345, 0.0345, 0.0345, 0.0345, 0.0345, 0.0345]","[0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.4, 0.04, 0.04, 0.04]",10,1
