t,r1,r2,running_mean_r1,running_mean_r2,exploit_roll,regret_p1,regret_p2
1,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2,0.0,0.0,0.0,0.0,0.3333333333333333,0.8333333333333333,0.8333333333333333
3,0.0,0.0,0.0,0.0,0.3333333333333333,1.4333333333333331,1.4333333333333331
4,0.0,0.0,0.0,0.0,0.3333333333333333,2.0999999999999996,2.0999999999999996
5,0.0,0.0,0.0,0.0,0.3333333333333333,2.814285714285714,2.814285714285714
6,0.0,0.0,0.0,0.0,0.3333333333333333,3.564285714285714,3.564285714285714
7,0.0,0.0,0.0,0.0,0.3333333333333333,4.342063492063492,4.342063492063492
8,0.0,0.0,0.0,0.0,0.3333333333333333,5.142063492063492,5.142063492063492
9,0.0,0.0,0.0,0.0,0.3333333333333333,5.96024531024531,5.96024531024531
10,0.0,0.0,0.0,0.0,0.3333333333333333,6.793578643578643,6.793578643578643
11,0.0,0.0,0.0,0.0,0.3333333333333333,7.639732489732489,7.639732489732489
12,0.0,0.0,0.0,0.0,0.3333333333333333,8.496875346875346,8.496875346875346
13,0.0,0.0,0.0,0.0,0.3333333333333333,9.363542013542013,9.363542013542013
14,0.0,1.0,0.0,0.07142857142857142,0.3333333333333333,10.238542013542013,9.238542013542013
15,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,11.120894954718484,10.06207142530672
16,0.0,0.0,0.0,0.0625,0.3333333333333333,12.009783843607373,10.895404758640053
17,0.0,0.0,0.0,0.058823529411764705,0.3333333333333333,12.904520685712637,11.737510021797949
18,0.0,0.0,0.0,0.05555555555555555,0.3333333333333333,13.804520685712637,12.587510021797948
19,0.0,0.0,0.0,0.05263157894736842,0.3333333333333333,14.709282590474542,13.444652878940806
20,0.0,0.0,0.0,0.05,0.3333333333333333,15.61837349956545,14.30828924257717
21,0.0,0.0,0.0,0.047619047619047616,0.3333333333333333,16.53141697782632,15.177854459968474
22,0.0,1.0,0.0,0.09090909090909091,0.3333333333333333,17.44808364449299,15.052854459968474
23,0.0,0.0,0.0,0.08695652173913043,0.3333333333333333,18.36808364449299,15.892854459968474
24,0.0,0.0,0.0,0.08333333333333333,0.3333333333333333,19.291160567569914,16.73900830612232
25,1.0,0.0,0.04,0.08,0.3333333333333333,19.21708649349584,17.59086015797417
26,0.0,0.0,0.038461538461538464,0.07692307692307693,0.3333333333333333,20.109943636352984,18.448003015117028
27,0.0,0.0,0.037037037037037035,0.07407407407407407,0.3333333333333333,21.006495360490916,19.31007198063427
28,0.0,0.0,0.03571428571428571,0.07142857142857142,0.3333333333333333,21.906495360490915,20.176738647300937
29,0.0,0.0,0.034482758620689655,0.06896551724137931,0.3333333333333333,22.809721166942527,21.04770638923642
30,0.0,0.0,0.03333333333333333,0.06666666666666667,0.3333333333333333,23.715971166942527,21.92270638923642
31,0.0,0.0,0.03225806451612903,0.06451612903225806,0.3333333333333333,24.625062076033437,22.8014942680243
32,0.0,0.0,0.03125,0.0625,0.3333333333333333,25.53682678191579,23.68384720920077
33,0.0,0.0,0.030303030303030304,0.06060606060606061,0.3333333333333333,26.451112496201503,24.569561494915057
